tconst,parenttconst,seasonnumber,episodenumber
tt8835128,tt0086811,2,230
tt8835130,tt0086811,2,231
tt8836022,tt0088512,\N,\N
tt8836028,tt0088512,\N,\N
tt8836048,tt0086811,2,238
tt8836052,tt0086811,2,239
tt8839172,tt0086811,2,7
tt8839174,tt0086811,2,8
tt8839176,tt0086811,2,9
tt8839178,tt0086811,2,10
tt8839194,tt0086811,2,23
tt8839196,tt0086811,2,24
tt8839204,tt0086811,2,25
tt8841460,tt0086811,2,149
tt8842016,tt0088486,21,8
tt8845222,tt0086811,1,189
tt8845230,tt0086811,1,124
tt8845330,tt0086811,1,164
tt8849294,tt0086811,1,179
tt8857978,tt0081857,38,9
tt8857984,tt0081857,37,295
tt8857986,tt0081857,37,296
tt8857990,tt0081857,37,297
tt8857992,tt0081857,37,298
tt8857994,tt0081857,37,299
tt8862372,tt0088512,\N,\N
tt8866412,tt0088512,\N,\N
tt8870250,tt0086811,1,154
tt8870588,tt0088512,\N,\N
tt8870590,tt0088512,\N,\N
tt8894196,tt0088512,\N,\N
tt8896222,tt0086815,22,21
tt8897712,tt0081857,37,306
tt8897714,tt0081857,37,312
tt8897716,tt0081857,38,6
tt8897718,tt0081857,38,12
tt8897720,tt0081857,38,18
tt8897740,tt0081857,38,10
tt8897742,tt0081857,37,301
tt8897744,tt0081857,37,302
tt8897746,tt0081857,37,303
tt8897748,tt0081857,37,304
tt8897750,tt0081857,37,305
tt8898074,tt0088512,\N,\N
tt8902872,tt0088512,\N,\N
tt8902876,tt0088512,\N,\N
tt8906788,tt0083448,\N,\N
tt8906798,tt0083448,\N,\N
tt8917572,tt0086815,22,7
tt8918996,tt0086815,22,8
tt8922866,tt0086815,22,9
tt8923862,tt0081857,38,46
tt8923864,tt0081857,37,307
tt8923866,tt0081857,37,308
tt8923868,tt0081857,37,309
tt8923870,tt0081857,37,310
tt8923872,tt0081857,37,311
tt8929422,tt0088512,\N,\N
tt8931010,tt0083397,1,44
tt8931190,tt0083397,1,66
tt8931256,tt0083397,1,67
tt8931304,tt0083397,1,68
tt8931596,tt0083397,1,101
tt8931614,tt0083397,1,103
tt8931644,tt0083397,1,104
tt8931656,tt0083397,1,105
tt8931716,tt0083397,1,106
tt8931976,tt0083397,1,107
tt8932012,tt0083397,1,125
tt8932632,tt0083397,1,2
tt8932648,tt0083397,1,4
tt8932656,tt0083397,1,5
tt8933460,tt0088512,\N,\N
tt8934656,tt0083448,\N,\N
tt8938570,tt0088512,\N,\N
tt8938576,tt0088512,\N,\N
tt8946912,tt0080291,\N,\N
tt8948684,tt0082201,1,151
tt8948694,tt0082201,1,152
tt8948756,tt0082201,1,153
tt8948766,tt0082201,1,154
tt8948776,tt0082201,1,155
tt8948782,tt0082201,1,156
tt8951074,tt0083504,9,25
tt8955072,tt0086815,22,12
tt8955080,tt0086815,22,13
tt8956478,tt0086815,22,14
tt8956494,tt0086815,22,15
tt8963172,tt0088512,\N,\N
tt8967786,tt0088736,1,1
tt8968134,tt0088512,\N,\N
tt8968136,tt0081857,38,47
tt8968138,tt0081857,38,1
tt8968140,tt0081857,38,2
tt8968142,tt0081857,38,3
tt8968144,tt0081857,38,4
tt8968146,tt0081857,38,5
tt8970414,tt0083451,5,12
tt8970512,tt0083448,\N,\N
tt8971590,tt0088512,\N,\N
tt8971596,tt0088512,\N,\N
tt9001600,tt0088512,\N,\N
tt9005730,tt0088512,\N,\N
tt9010660,tt0088512,\N,\N
tt9010664,tt0088512,\N,\N
tt9024868,tt0088565,1,2
tt9024870,tt0088565,1,3
tt9024872,tt0088565,1,4
tt9024876,tt0088565,1,5
tt9024878,tt0088565,1,6
tt9024880,tt0088565,1,7
tt9024882,tt0088565,1,8
tt9024884,tt0088565,1,9
tt9024886,tt0088565,1,10
tt9024888,tt0088565,1,11
tt9024890,tt0088565,1,12
tt9024894,tt0088565,1,13
tt9024896,tt0088565,2,1
tt9024900,tt0088565,2,2
tt9024906,tt0088565,2,3
tt9024908,tt0088565,2,4
tt9024918,tt0088565,2,5
tt9024922,tt0088565,2,6
tt9024924,tt0088565,3,1
tt9024930,tt0088565,3,2
tt9024932,tt0088565,3,3
tt9024934,tt0088565,3,4
tt9024944,tt0088565,3,5
tt9024948,tt0088565,3,6
tt9024950,tt0088565,3,7
tt9024954,tt0088565,3,8
tt9024956,tt0088565,3,9
tt9024958,tt0088565,3,10
tt9027710,tt0086815,22,26
tt9028140,tt0083448,\N,\N
tt9030410,tt0081857,38,11
tt9030412,tt0081857,38,67
tt9030414,tt0081857,38,14
tt9030416,tt0081857,38,13
tt9030422,tt0081857,38,15
tt9030424,tt0081857,38,16
tt9030426,tt0081857,38,17
tt9033526,tt0088512,\N,\N
tt9035158,tt0088554,1,1689
tt9035182,tt0088554,1,1690
tt9036720,tt0088512,\N,\N
tt9036982,tt0082201,1,74
tt9039492,tt0088512,\N,\N
tt9039498,tt0088512,\N,\N
tt9041518,tt0086815,22,19
tt9041728,tt0083448,\N,\N
tt9049740,tt0086815,22,24
tt9051686,tt0086815,22,25
tt9053294,tt0088598,\N,\N
tt9060236,tt0088512,\N,\N
tt9060610,tt0083504,12,56
tt9062860,tt0088512,\N,\N
tt9065338,tt0088512,\N,\N
tt9065340,tt0088512,\N,\N
tt9065394,tt0081857,38,30
tt9065396,tt0081857,38,24
tt9065398,tt0081857,38,36
tt9065400,tt0081857,38,42
tt9065408,tt0081857,38,19
tt9065410,tt0081857,38,20
tt9065412,tt0081857,38,21
tt9065414,tt0081857,38,22
tt9065416,tt0081857,38,23
tt9070228,tt0083448,\N,\N
tt9072426,tt0085093,\N,\N
tt9084914,tt0083380,2,42
tt9085142,tt0088512,\N,\N
tt9088606,tt0081857,38,68
tt9088610,tt0081857,38,25
tt9088612,tt0081857,38,26
tt9088614,tt0081857,38,27
tt9088618,tt0081857,38,28
tt9088620,tt0081857,38,29
tt9089590,tt0088512,\N,\N
tt9089976,tt0088554,1,1691
tt9089978,tt0088554,1,1692
tt9093734,tt0088512,\N,\N
tt9093738,tt0088512,\N,\N
tt9093842,tt0083448,\N,\N
tt9121284,tt0081857,38,32
tt9121286,tt0081857,38,31
tt9121288,tt0081857,38,33
tt9121292,tt0081857,38,34
tt9121296,tt0081857,38,35
tt9121318,tt0088512,\N,\N
tt9124612,tt0088554,1,1693
tt9124616,tt0088554,1,1694
tt9124632,tt0088554,1,1695
tt9124640,tt0088554,1,1696
tt9124658,tt0088554,1,1697
tt9124692,tt0088554,1,1698
tt9125544,tt0082201,1,88
tt9125836,tt0088512,\N,\N
tt9130264,tt0088512,\N,\N
tt9130268,tt0088512,\N,\N
tt9136246,tt0081860,38,1
tt9136260,tt0081860,38,2
tt9136262,tt0081860,38,3
tt9136264,tt0081860,38,4
tt9154182,tt0085049,1,2153
tt9154286,tt0085049,1,2154
tt9154360,tt0085049,1,2155
tt9154420,tt0085049,1,2156
tt9154452,tt0085049,1,2157
tt9154476,tt0085049,1,2158
tt9154982,tt0085049,1,2159
tt9154996,tt0085049,1,2160
tt9155008,tt0085049,1,2161
tt9155014,tt0085049,1,2162
tt9155020,tt0085049,1,2163
tt9155022,tt0085049,1,2164
tt9155026,tt0085049,1,2165
tt9155028,tt0085049,1,2166
tt9155032,tt0085049,1,2167
tt9155034,tt0085049,1,2168
tt9155038,tt0085049,1,2169
tt9155042,tt0085049,1,2170
tt9155044,tt0085049,1,2171
tt9155050,tt0085049,1,2172
tt9155052,tt0085049,1,2174
tt9155550,tt0088512,\N,\N
tt9156238,tt0085049,1,2133
tt9156240,tt0085049,1,2137
tt9156246,tt0085049,1,2151
tt9157036,tt0081857,38,69
tt9157050,tt0081857,38,37
tt9157054,tt0081857,38,38
tt9157056,tt0081857,38,39
tt9157062,tt0081857,38,40
tt9157066,tt0081857,38,41
tt9159984,tt0088512,\N,\N
tt9161412,tt0085049,1,2175
tt9161424,tt0085049,1,2176
tt9161428,tt0085049,1,2177
tt9162112,tt0085049,1,2178
tt9162116,tt0085049,1,2179
tt9162118,tt0085049,1,2180
tt9162120,tt0085049,1,2181
tt9162128,tt0085049,1,2182
tt9162132,tt0085049,1,2183
tt9162134,tt0085049,1,2184
tt9162142,tt0085049,1,2185
tt9162152,tt0085049,1,2186
tt9162166,tt0085049,1,2187
tt9162176,tt0085049,1,2188
tt9162188,tt0085049,1,2189
tt9162190,tt0085049,1,2190
tt9162194,tt0085049,1,2191
tt9162196,tt0085049,1,2192
tt9162200,tt0085049,1,2193
tt9162206,tt0085049,1,2194
tt9162208,tt0085049,1,2195
tt9164678,tt0088512,\N,\N
tt9164694,tt0088512,\N,\N
tt9165360,tt0083448,\N,\N
tt9178802,tt0083452,37,1
tt9189454,tt0088512,\N,\N
tt9191278,tt0085049,1,2196
tt9191280,tt0085049,1,2197
tt9191284,tt0085049,1,2198
tt9191292,tt0085049,1,2199
tt9191294,tt0085049,1,2200
tt9191296,tt0085049,1,2201
tt9191298,tt0085049,1,2202
tt9191300,tt0085049,1,2203
tt9191302,tt0085049,1,2204
tt9191304,tt0085049,1,2205
tt9191308,tt0085049,1,2206
tt9191310,tt0085049,1,2207
tt9191378,tt0085049,1,2208
tt9191384,tt0085049,1,2209
tt9191388,tt0085049,1,2210
tt9191394,tt0085049,1,2211
tt9191398,tt0085049,1,2212
tt9191400,tt0085049,1,2213
tt9191402,tt0085049,1,2214
tt9191404,tt0085049,1,2215
tt9191408,tt0085049,1,2216
tt9191412,tt0085049,1,2217
tt9193414,tt0081857,38,48
tt9193416,tt0081857,38,54
tt9193418,tt0081857,38,60
tt9193420,tt0081857,38,66
tt9193458,tt0081857,38,70
tt9193460,tt0081857,38,43
tt9193462,tt0081857,38,44
tt9193464,tt0081857,38,45
tt9193514,tt0088512,\N,\N
tt9198316,tt0088512,\N,\N
tt9198320,tt0088512,\N,\N
tt9201834,tt0083397,1,768
tt9202760,tt0086744,9,6
tt9202780,tt0086744,4,9
tt9206872,tt0083452,37,5
tt9211290,tt0088621,18,5
tt9211354,tt0088621,3,2
tt9211362,tt0088621,3,3
tt9211402,tt0088621,3,5
tt9211404,tt0088621,3,6
tt9211450,tt0088621,4,2
tt9211454,tt0088621,4,3
tt9211460,tt0088621,4,5
tt9211462,tt0088621,4,6
tt9213402,tt0083452,37,2
tt9214672,tt0083448,\N,\N
tt9214676,tt0083448,\N,\N
tt9216894,tt0088621,5,2
tt9216896,tt0088621,5,3
tt9216902,tt0088621,5,6
tt9216904,tt0088621,5,7
tt9222588,tt0086790,1,2
tt9222604,tt0086790,1,4
tt9222608,tt0086790,1,5
tt9222614,tt0086790,1,6
tt9222618,tt0086790,1,7
tt9222620,tt0086790,1,8
tt9222622,tt0086790,1,9
tt9222626,tt0086790,1,10
tt9222634,tt0086790,1,17
tt9222644,tt0086790,1,18
tt9225690,tt0082201,1,157
tt9225692,tt0082201,1,158
tt9225694,tt0082201,1,159
tt9225696,tt0082201,1,160
tt9225698,tt0082201,1,161
tt9225702,tt0082201,1,162
tt9227168,tt0081857,38,71
tt9227170,tt0081857,38,49
tt9227172,tt0081857,38,50
tt9227174,tt0081857,38,51
tt9227176,tt0081857,38,52
tt9227178,tt0081857,38,53
tt9227568,tt0088512,\N,\N
tt9227600,tt0088512,\N,\N
tt9229316,tt0082201,1,163
tt9229324,tt0082201,1,164
tt9229338,tt0082201,1,165
tt9229346,tt0082201,1,166
tt9229364,tt0082201,1,167
tt9229376,tt0082201,1,168
tt9230712,tt0088512,\N,\N
tt9232708,tt0083448,\N,\N
tt9235694,tt0088621,6,2
tt9235696,tt0088621,6,3
tt9235736,tt0088621,6,5
tt9235744,tt0088621,6,6
tt9235792,tt0088621,7,3
tt9235796,tt0088621,7,4
tt9235800,tt0088621,7,6
tt9235802,tt0088621,7,7
tt9235884,tt0088621,8,2
tt9235886,tt0088621,8,3
tt9235890,tt0088621,8,5
tt9235892,tt0088621,8,6
tt9235960,tt0088621,9,2
tt9235966,tt0088621,9,5
tt9235968,tt0088621,9,6
tt9235972,tt0088621,9,8
tt9235974,tt0088621,9,9
tt9238706,tt0085049,1,2218
tt9238710,tt0085049,1,2219
tt9238712,tt0085049,1,2220
tt9238730,tt0085049,1,2222
tt9238732,tt0085049,1,2223
tt9238736,tt0085049,1,2224
tt9238748,tt0085049,1,2225
tt9238750,tt0085049,1,2226
tt9238756,tt0085049,1,2227
tt9238758,tt0085049,1,2228
tt9238764,tt0085049,1,2229
tt9238770,tt0085049,1,2230
tt9238780,tt0085049,1,2231
tt9238784,tt0085049,1,2232
tt9238796,tt0085049,1,2233
tt9238800,tt0085049,1,2234
tt9238804,tt0085049,1,2235
tt9238806,tt0085049,1,2236
tt9238810,tt0085049,1,2237
tt9238812,tt0085049,1,2221
tt9239622,tt0088621,10,7
tt9239624,tt0088621,10,6
tt9239628,tt0088621,10,2
tt9239630,tt0088621,10,3
tt9239638,tt0088621,11,2
tt9239640,tt0088621,11,4
tt9239642,tt0088621,11,5
tt9239656,tt0088621,12,2
tt9239658,tt0088621,12,3
tt9239660,tt0088621,12,5
tt9239662,tt0088621,12,6
tt9239664,tt0088621,12,8
tt9239666,tt0088621,12,9
tt9239682,tt0088621,13,2
tt9239684,tt0088621,13,3
tt9239686,tt0088621,13,5
tt9239690,tt0088621,13,6
tt9239692,tt0088621,13,8
tt9239694,tt0088621,13,9
tt9239700,tt0088621,14,2
tt9239702,tt0088621,14,3
tt9239704,tt0088621,14,6
tt9239706,tt0088621,14,7
tt9239716,tt0088621,15,2
tt9239718,tt0088621,15,3
tt9248728,tt0088512,\N,\N
tt9254920,tt0088512,\N,\N
tt9257720,tt0088512,\N,\N
tt9257724,tt0088512,\N,\N
tt9261896,tt0081857,38,91
tt9261898,tt0081857,38,55
tt9261900,tt0081857,38,56
tt9261902,tt0081857,38,57
tt9261904,tt0081857,38,58
tt9261906,tt0081857,38,59
tt9264732,tt0088554,1,1699
tt9264738,tt0088554,1,1700
tt9267192,tt0083448,\N,\N
tt9277736,tt0088512,\N,\N
tt9283024,tt0088512,\N,\N
tt9283924,tt0080211,1,1
tt9283926,tt0080211,1,2
tt9283930,tt0080211,1,3
tt9283932,tt0080211,1,4
tt9283934,tt0080211,1,5
tt9283936,tt0080211,1,6
tt9283940,tt0080211,1,7
tt9283942,tt0080211,1,8
tt9283944,tt0080211,1,9
tt9283948,tt0080211,1,10
tt9283950,tt0080211,1,11
tt9283952,tt0080211,1,12
tt9283956,tt0080211,1,13
tt9283958,tt0080211,1,14
tt9283960,tt0080211,1,15
tt9283964,tt0080211,1,16
tt9283966,tt0080211,1,17
tt9283968,tt0080211,1,18
tt9283970,tt0080211,1,19
tt9283972,tt0080211,1,20
tt9283974,tt0080211,1,21
tt9283976,tt0080211,1,22
tt9283978,tt0080211,1,23
tt9283980,tt0080211,1,24
tt9288490,tt0088512,\N,\N
tt9288524,tt0088512,\N,\N
tt9296638,tt0081857,38,92
tt9296640,tt0081857,38,61
tt9296642,tt0081857,38,62
tt9296644,tt0081857,38,63
tt9296646,tt0081857,38,64
tt9296648,tt0081857,38,65
tt9296650,tt0081857,38,93
tt9297642,tt0088512,\N,\N
tt9299376,tt0080301,\N,\N
tt9301400,tt0083448,\N,\N
tt9303010,tt0088512,\N,\N
tt9310160,tt0088512,\N,\N
tt9310168,tt0088512,\N,\N
tt9321022,tt0085049,1,2238
tt9321028,tt0085049,1,2239
tt9321032,tt0085049,1,2240
tt9321034,tt0085049,1,2241
tt9321044,tt0085049,1,2242
tt9321370,tt0085049,1,2243
tt9321372,tt0085049,1,2244
tt9321374,tt0085049,1,2245
tt9321380,tt0085049,1,2246
tt9321404,tt0085049,1,2247
tt9322004,tt0085049,1,2248
tt9322032,tt0085049,1,2249
tt9322036,tt0085049,1,2250
tt9322052,tt0085049,1,2251
tt9322066,tt0085049,1,2252
tt9322304,tt0085049,1,2253
tt9322308,tt0085049,1,2254
tt9322314,tt0085049,1,2255
tt9322334,tt0085049,1,2256
tt9322342,tt0085049,1,2257
tt9322404,tt0085049,1,2258
tt9322410,tt0085049,1,2259
tt9324704,tt0088512,\N,\N
tt9327470,tt0085065,7,1
tt9327508,tt0085065,7,2
tt9327528,tt0085065,7,3
tt9327558,tt0085065,7,4
tt9327582,tt0085065,7,5
tt9327604,tt0085065,7,6
tt9328146,tt0085065,7,7
tt9328188,tt0085065,7,8
tt9328208,tt0085065,7,9
tt9328220,tt0088512,\N,\N
tt9332408,tt0081857,38,72
tt9332410,tt0081857,38,78
tt9332412,tt0081857,38,84
tt9332414,tt0081857,38,90
tt9332416,tt0081857,38,96
tt9332568,tt0088512,\N,\N
tt9332570,tt0088512,\N,\N
tt9342844,tt0085065,6,6
tt9342930,tt0083452,37,4
tt9343298,tt0083448,\N,\N
tt9344372,tt0085049,1,2260
tt9344376,tt0085049,1,2261
tt9344384,tt0085049,1,2262
tt9344390,tt0085049,1,2263
tt9344394,tt0085049,1,2264
tt9344396,tt0085049,1,2265
tt9344400,tt0085049,1,2266
tt9344402,tt0085049,1,2267
tt9344778,tt0085049,1,2268
tt9344786,tt0085049,1,2269
tt9344800,tt0085049,1,2270
tt9344812,tt0085049,1,2271
tt9344826,tt0085049,1,2272
tt9346086,tt0085049,1,2273
tt9346092,tt0085049,1,2274
tt9346106,tt0085049,1,2275
tt9346124,tt0085049,1,2276
tt9346144,tt0085049,1,2277
tt9346968,tt0085049,1,2278
tt9346972,tt0085049,1,2279
tt9346976,tt0085049,1,2280
tt9346980,tt0085049,1,2281
tt9354332,tt0088512,\N,\N
tt9358634,tt0085049,1,2282
tt9358644,tt0085049,1,2283
tt9358836,tt0088512,\N,\N
tt9363660,tt0085049,1,2284
tt9363664,tt0085049,1,2285
tt9363668,tt0085049,1,2286
tt9363672,tt0085049,1,2287
tt9364462,tt0088512,\N,\N
tt9364468,tt0088512,\N,\N
tt9366942,tt0081857,38,94
tt9366946,tt0081857,38,73
tt9366948,tt0081857,38,74
tt9366950,tt0081857,38,75
tt9366954,tt0081857,38,76
tt9366956,tt0081857,38,77
tt9372130,tt0083448,\N,\N
tt9386568,tt0080301,\N,\N
tt9399272,tt0088512,\N,\N
tt9401712,tt0081857,38,95
tt9401714,tt0081857,38,79
tt9401716,tt0081857,38,80
tt9401718,tt0081857,38,81
tt9401720,tt0081857,38,82
tt9401722,tt0081857,38,83
tt9403936,tt0088512,\N,\N
tt9403938,tt0088512,\N,\N
tt9407782,tt0088554,1,1701
tt9408354,tt0088512,\N,\N
tt9408364,tt0088512,\N,\N
tt9412460,tt0083448,\N,\N
tt9415066,tt0088512,\N,\N
tt9415070,tt0088512,\N,\N
tt9415074,tt0088512,\N,\N
tt9415078,tt0088512,\N,\N
tt9418416,tt0083100,1,1
tt9418428,tt0083100,1,2
tt9419038,tt0083441,5,100
tt9427408,tt0088486,21,9
tt9430424,tt0088512,\N,\N
tt9434194,tt0088512,1,186
tt9438596,tt0083504,10,28
tt9441654,tt0081857,\N,\N
tt9441656,tt0081857,38,85
tt9441658,tt0081857,38,86
tt9441662,tt0081857,38,87
tt9441664,tt0081857,38,88
tt9441666,tt0081857,38,89
tt9447520,tt0088512,\N,\N
tt9454350,tt0088512,\N,\N
tt9475932,tt0083448,\N,\N
tt9481934,tt0082201,1,441
tt9481944,tt0082201,1,442
tt9482206,tt0083451,6,8
tt9484918,tt0083448,\N,\N
tt9496200,tt0083448,\N,\N
tt9500012,tt0081857,\N,\N
tt9500016,tt0081857,\N,\N
tt9501064,tt0083452,37,6
tt9516576,tt0081857,\N,\N
tt9516578,tt0081857,38,97
tt9516598,tt0081857,38,98
tt9516600,tt0081857,38,99
tt9516604,tt0081857,38,100
tt9516606,tt0081857,38,101
tt9516932,tt0081857,38,102
tt9516934,tt0081857,38,108
tt9516936,tt0081857,38,114
tt9516938,tt0081857,38,120
tt9521528,tt0088598,\N,\N
tt9548064,tt0088512,\N,\N
tt9551384,tt0088554,1,1702
tt9551390,tt0088554,1,1703
tt9551398,tt0088554,1,1704
tt9551410,tt0088554,1,1705
tt9551418,tt0088554,1,1706
tt9551510,tt0081857,38,139
tt9551514,tt0081857,38,103
tt9551516,tt0081857,38,104
tt9551518,tt0081857,38,105
tt9551520,tt0081857,38,106
tt9551522,tt0081857,38,107
tt9552894,tt0088512,\N,\N
tt9557118,tt0088598,\N,\N
tt9557126,tt0088598,\N,\N
tt9557136,tt0088598,\N,\N
tt9557150,tt0088598,\N,\N
tt9557648,tt0088512,\N,\N
tt9557652,tt0088512,\N,\N
tt9563676,tt0088598,\N,\N
tt9563684,tt0088598,\N,\N
tt9564302,tt0083397,\N,\N
tt9580030,tt0086750,\N,\N
tt9580048,tt0086750,\N,\N
tt9580062,tt0086750,\N,\N
tt9580088,tt0086750,\N,\N
tt9580120,tt0086750,\N,\N
tt9580132,tt0086750,\N,\N
tt9580146,tt0086750,\N,\N
tt9585528,tt0088502,1,2
tt9585552,tt0088502,1,9
tt9585586,tt0088502,1,10
tt9585596,tt0088502,1,11
tt9585718,tt0088502,1,13
tt9585844,tt0088502,1,7
tt9585858,tt0088502,2,1
tt9587108,tt0088502,3,1
tt9587110,tt0088502,3,2
tt9587114,tt0088502,3,3
tt9587118,tt0088502,3,4
tt9587120,tt0088502,3,5
tt9587124,tt0088502,3,6
tt9587140,tt0088502,3,7
tt9587146,tt0088502,3,8
tt9587150,tt0088502,3,9
tt9587154,tt0088502,3,10
tt9587162,tt0088502,3,11
tt9587164,tt0088502,3,13
tt9587176,tt0088502,2,3
tt9587340,tt0088512,\N,\N
tt9587342,tt0088512,\N,\N
tt9588308,tt0081857,38,140
tt9588310,tt0081857,38,109
tt9588312,tt0081857,38,110
tt9588314,tt0081857,38,111
tt9588316,tt0081857,38,112
tt9588318,tt0081857,38,113
tt9588512,tt0088502,2,4
tt9588514,tt0088502,2,5
tt9588518,tt0088502,2,6
tt9588522,tt0088502,2,7
tt9588528,tt0088502,2,8
tt9588530,tt0088502,2,9
tt9588534,tt0088502,2,10
tt9588542,tt0088502,2,11
tt9588546,tt0088502,2,12
tt9588548,tt0088502,2,13
tt9589294,tt0085049,1,2
tt9589298,tt0085049,1,3
tt9589300,tt0085049,1,4
tt9597766,tt0082201,1,183
tt9597770,tt0082201,1,184
tt9597778,tt0082201,1,185
tt9597788,tt0082201,1,186
tt9598638,tt0082201,1,187
tt9598648,tt0082201,1,188
tt9598652,tt0082201,1,189
tt9598654,tt0082201,1,190
tt9616908,tt0080265,1,1
tt9616912,tt0080265,1,2
tt9616922,tt0080265,1,3
tt9616926,tt0080265,1,4
tt9616930,tt0080265,1,5
tt9616934,tt0080265,1,6
tt9616946,tt0080265,1,7
tt9616950,tt0080265,1,8
tt9616958,tt0080265,1,12
tt9616960,tt0080265,1,11
tt9616966,tt0080265,1,10
tt9616974,tt0080265,1,9
tt9626740,tt0088512,\N,\N
tt9626748,tt0088512,\N,\N
tt9627316,tt0081857,38,141
tt9627400,tt0081857,38,115
tt9627406,tt0081857,38,116
tt9627420,tt0081857,38,117
tt9627426,tt0081857,38,118
tt9627432,tt0081857,38,119
tt9629092,tt0088554,1,1707
tt9629096,tt0088554,1,1708
tt9631952,tt0088512,\N,\N
tt9631960,tt0088512,\N,\N
tt9642738,tt0083504,5,60
tt9659974,tt0088512,\N,\N
tt9659980,tt0088512,\N,\N
tt9659984,tt0088512,\N,\N
tt9659990,tt0088512,\N,\N
tt9660224,tt0088554,1,1709
tt9668968,tt0081857,38,126
tt9668970,tt0081857,38,132
tt9668972,tt0081857,38,138
tt9668974,tt0081857,38,144
tt9668978,tt0081857,38,142
tt9668980,tt0081857,38,121
tt9668982,tt0081857,38,122
tt9668984,tt0081857,38,123
tt9668986,tt0081857,38,124
tt9668988,tt0081857,38,125
tt9675458,tt0082201,1,104
tt9679870,tt0082201,1,100
tt9679898,tt0082201,1,97
tt9680470,tt0082201,1,95
tt9683704,tt0083504,5,17
tt9683760,tt0083504,5,78
tt9683768,tt0083504,6,75
tt9683812,tt0083504,3,1
tt9683818,tt0083504,5,123
tt9703358,tt0088512,\N,\N
tt9710778,tt0088512,\N,\N
tt9714628,tt0083452,18,1
tt9714636,tt0083452,18,2
tt9714644,tt0083452,18,3
tt9714670,tt0083452,18,7
tt9714720,tt0083452,18,10
tt9714724,tt0083452,18,11
tt9714732,tt0083452,18,12
tt9716398,tt0081857,38,143
tt9716404,tt0081857,38,127
tt9716406,tt0081857,38,128
tt9716408,tt0081857,38,129
tt9716412,tt0081857,38,130
tt9716414,tt0081857,38,131
tt9716762,tt0088512,\N,\N
tt9722160,tt0088554,1,1710
tt9738684,tt0088512,1,263
tt9739024,tt0088512,1,264
tt9746628,tt0088512,1,266
tt9746918,tt0088512,1,267
tt9749404,tt0088512,\N,\N
tt9749408,tt0088512,\N,\N
tt9749416,tt0088512,\N,\N
tt9756842,tt0088512,1,270
tt9758854,tt0081857,38,169
tt9758856,tt0081857,38,134
tt9758864,tt0081857,38,136
tt9758868,tt0081857,38,135
tt9758872,tt0081857,38,137
tt9758884,tt0081857,38,133
tt9761128,tt0088512,1,271
tt9762360,tt0088512,1,272
tt9769782,tt0088554,1,1711
tt9769786,tt0088554,1,1712
tt9773432,tt0088512,1,273
tt9774572,tt0085049,1,1992
tt9775790,tt0088512,1,274
tt9779952,tt0088512,\N,\N
tt9779984,tt0088512,\N,\N
tt9780136,tt0088512,\N,\N
tt9780144,tt0088512,\N,\N
tt9784602,tt0088512,1,275
tt9784640,tt0088512,1,276
tt9785342,tt0088512,1,328
tt9786560,tt0088512,1,279
tt9806702,tt0088512,1,281
tt9806774,tt0088512,1,282
tt9806810,tt0088512,1,283
tt9806834,tt0088512,1,284
tt9810576,tt0088512,1,287
tt9810580,tt0088512,1,288
tt9810588,tt0088512,1,289
tt9810590,tt0088512,1,290
tt9810592,tt0088512,1,293
tt9810616,tt0088512,1,295
tt9810620,tt0088512,1,296
tt9810624,tt0088512,1,297
tt9810626,tt0088512,1,298
tt9810632,tt0088512,1,299
tt9816946,tt0088512,\N,\N
tt9816948,tt0088512,\N,\N
tt9816950,tt0088512,\N,\N
tt9816952,tt0088512,\N,\N
tt9817192,tt0088512,1,405
tt9817200,tt0088512,1,406
tt9817204,tt0088512,1,407
tt9828358,tt0081857,38,170
tt9828360,tt0081857,38,145
tt9828362,tt0081857,38,146
tt9828364,tt0081857,38,147
tt9828368,tt0081857,38,148
tt9828372,tt0081857,38,149
tt9835814,tt0081857,38,150
tt9835818,tt0081857,38,156
tt9835820,tt0081857,38,162
tt9835824,tt0081857,38,168
tt9835826,tt0081857,38,174
tt9855696,tt0086744,1,14
tt9855702,tt0086744,1,15
tt9855708,tt0086744,1,16
tt9855720,tt0086744,1,17
tt9855730,tt0086744,1,18
tt9855748,tt0086744,1,19
tt9855762,tt0086744,1,20
tt9855776,tt0086744,1,21
tt9855784,tt0086744,1,22
tt9855878,tt0086744,2,1
tt9856560,tt0086676,1,1
tt9856562,tt0086676,1,2
tt9856564,tt0086676,1,3
tt9856566,tt0086676,1,4
tt9857970,tt0080277,6,32
tt9858216,tt0086750,\N,\N
tt9858366,tt0086750,\N,\N
tt9859702,tt0086744,2,3
tt9859720,tt0086744,2,5
tt9859750,tt0086744,2,7
tt9859776,tt0086744,2,8
tt9859822,tt0086744,2,10
tt9859866,tt0086744,2,11
tt9860196,tt0086744,2,12
tt9860200,tt0086744,2,13
tt9860608,tt0086744,2,14
tt9860620,tt0086744,2,16
tt9860648,tt0086744,2,17
tt9860716,tt0088512,\N,\N
tt9860720,tt0088512,\N,\N
tt9860822,tt0086744,2,18
tt9860830,tt0086744,2,19
tt9860842,tt0086744,2,20
tt9860894,tt0086744,2,26
tt9860988,tt0086744,3,8
tt9860996,tt0086744,3,9
tt9861008,tt0086744,3,10
tt9861016,tt0086744,3,11
tt9861042,tt0086744,3,12
tt9861116,tt0086744,3,13
