tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0118213,movie,Forgotten Light,Zapomenuté svetlo,0,1996,\N,105,Drama
tt0118214,movie,Zarkorr! The Invader,Zarkorr! The Invader,0,1996,\N,80,Sci-Fi
tt0118215,movie,Late Full Moon,Zakasnjalo palnolunie,0,1996,\N,120,Drama
tt0118216,movie,De zeemeerman,De zeemeerman,0,1996,\N,111,"Comedy,Fantasy,Romance"
tt0118218,short,Zion Canyon: Treasure of the Gods,Zion Canyon: Treasure of the Gods,0,1996,\N,40,"Documentary,Short"
tt0118220,movie,As Tears Go By,Zolgot Hadma'ot Me'atzman,0,1996,\N,85,Drama
tt0118221,movie,Zone franche,Zone franche,0,1996,\N,76,Drama
tt0118222,videoGame,Zork: Nemesis,Zork: Nemesis,0,1996,\N,\N,"Adventure,Fantasy,Mystery"
tt0118227,tvMovie,Zwei Leben hat die Liebe,Zwei Leben hat die Liebe,0,1996,\N,100,Drama
tt0118228,tvMovie,Zwei vom gleichen Schlag,Zwei vom gleichen Schlag,0,1996,\N,90,"Comedy,Crime"
tt0118229,movie,Illtown,Illtown,0,1996,\N,103,"Crime,Drama"
tt0118230,movie,Full Speed,À toute vitesse,0,1996,\N,85,"Drama,Romance"
tt0118231,movie,África,África,0,1996,\N,95,Drama
tt0118232,movie,El ángel de la guarda,El ángel de la guarda,0,1996,\N,78,Comedy
tt0118233,movie,The Age of Potential,L'âge des possibles,0,1995,\N,102,"Comedy,Drama"
tt0118234,short,Älvakungen dyker upp,Älvakungen dyker upp,0,1996,\N,10,"Drama,Short"
tt0118235,movie,L'échappée belle,L'échappée belle,0,1996,\N,85,"Comedy,Drama"
tt0118237,movie,The Pupil,L'élève,0,1996,\N,92,Drama
tt0118239,movie,Éxtasis,Éxtasis,0,1996,\N,93,Drama
tt0118240,movie,Özgä vaxt,Özgä vaxt,0,1997,\N,85,Drama
tt0118242,short,The Beer Monkey,Øl-aben,0,1997,\N,36,Short
tt0118245,movie,El último viaje de Robert Rylands,El último viaje de Robert Rylands,0,1996,\N,102,Drama
tt0118246,movie,Die Überlebenden,Die Überlebenden,0,1996,\N,90,Documentary
tt0118247,tvMovie,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1997,\N,95,"Adventure,Fantasy,Romance"
tt0118248,tvMiniSeries,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",0,1997,1997,158,"Adventure,Romance,Sci-Fi"
tt0118249,tvSeries,413 Hope St.,413 Hope St.,0,1997,1998,60,Drama
tt0118250,tvSeries,The Adventures of Lano & Woodley,The Adventures of Lano & Woodley,0,1997,1999,30,Comedy
tt0118251,tvSeries,AleX,AleX,0,1997,\N,\N,Mystery
tt0118252,tvSeries,All Dogs Go to Heaven: The Series,All Dogs Go to Heaven: The Series,0,1996,1999,22,"Adventure,Animation,Comedy"
tt0118253,tvSeries,The All New Captain Kangaroo,The All New Captain Kangaroo,0,1997,\N,\N,Family
tt0118254,tvSeries,Ally McBeal,Ally McBeal,0,1997,2002,45,"Comedy,Drama,Fantasy"
tt0118255,tvSeries,Alphateam - Die Lebensretter im OP,Alphateam - Die Lebensretter im OP,0,1997,2006,\N,Drama
tt0118256,tvSeries,Alright Already,Alright Already,0,1997,1998,30,Comedy
tt0118257,tvSeries,The Ambassador,The Ambassador,0,1998,1999,50,Drama
tt0118258,tvMiniSeries,American Visions,American Visions,0,1997,\N,\N,Documentary
tt0118259,tvSeries,Das Amt,Das Amt,0,1997,2003,50,Comedy
tt0118260,tvSeries,Arsenio,Arsenio,0,1997,1997,30,"Comedy,Sport"
tt0118261,tvMovie,Asteroid,Asteroid,0,1997,\N,122,"Sci-Fi,Thriller"
tt0118262,tvSeries,As Aventuras do Camilo,As Aventuras do Camilo,0,1997,1997,\N,Comedy
tt0118264,tvSeries,Bailey Kipper's P.O.V.,Bailey Kipper's P.O.V.,0,1996,1996,30,Comedy
tt0118265,tvMiniSeries,Vidas Proibidas - Ballet Rose,Vidas Proibidas - Ballet Rose,0,1998,1998,\N,"Crime,Drama,History"
tt0118266,tvSeries,The New Batman Adventures,The New Batman Adventures,0,1997,1999,30,"Action,Adventure,Animation"
tt0118267,tvSeries,Before They Were Famous,Before They Were Famous,0,1997,\N,40,Comedy
tt0118268,tvSeries,Between Brothers,Between Brothers,0,1997,1999,30,Comedy
tt0118269,tvMovie,Beyond Fear,Beyond Fear,0,1997,\N,\N,"Drama,Thriller"
tt0118270,tvSeries,Big Sky,Big Sky,0,1997,1999,50,Drama
tt0118272,tvSeries,Born to Run,Born to Run,0,1997,\N,52,Drama
tt0118273,tvSeries,Brass Eye,Brass Eye,0,1997,2001,25,Comedy
tt0118274,tvSeries,The Broker's Man,The Broker's Man,0,1997,1998,50,"Crime,Drama,Mystery"
tt0118275,tvSeries,Brooklyn South,Brooklyn South,0,1997,1998,60,"Crime,Drama"
tt0118276,tvSeries,Buffy the Vampire Slayer,Buffy the Vampire Slayer,0,1997,2003,44,"Action,Drama,Fantasy"
tt0118277,tvSeries,Built to Last,Built to Last,0,1997,1997,30,Comedy
tt0118278,tvSeries,C-16: FBI,C-16: FBI,0,1997,1998,60,"Action,Crime,Drama"
tt0118279,tvMiniSeries,Cadillac Desert,Cadillac Desert,0,1997,\N,270,"Documentary,History"
tt0118281,tvSeries,Die Camper,Die Camper,0,1997,2006,25,Comedy
tt0118282,tvSeries,Captain Butler,Captain Butler,0,1997,1997,24,Comedy
tt0118283,tvSeries,Chalk,Chalk,0,1997,1997,30,Comedy
tt0118284,tvSeries,Chicago Sons,Chicago Sons,0,1997,1997,30,Comedy
tt0118285,tvSeries,The Chris Rock Show,The Chris Rock Show,0,1997,2000,\N,"Comedy,Music,Talk-Show"
tt0118286,tvSeries,Clube dos Campeões,Clube dos Campeões,0,1999,2000,\N,Comedy
tt0118289,tvSeries,Cow and Chicken,Cow and Chicken,0,1997,1999,30,"Adventure,Animation,Comedy"
tt0118290,tvSeries,Cracker: Mind Over Murder,Cracker,0,1997,1998,60,"Crime,Drama,Mystery"
tt0118292,tvSeries,Crime Traveller,Crime Traveller,0,1997,1997,50,"Crime,Drama,Mystery"
tt0118293,tvSeries,Crisis Center,Crisis Center,0,1997,\N,60,Drama
tt0118294,tvSeries,Cuidado com o Fantasma,Cuidado com o Fantasma,0,1997,1998,\N,Comedy
tt0118295,tvSeries,Dad,Dad,0,1997,1999,30,Comedy
tt0118297,tvMiniSeries,A Dance to the Music of Time,A Dance to the Music of Time,0,1997,\N,416,Drama
tt0118298,tvSeries,Daria,Daria,0,1997,2002,30,"Animation,Comedy,Drama"
tt0118299,tvSeries,The Dating Game,The Dating Game,0,1997,\N,\N,"Game-Show,Romance"
tt0118300,tvSeries,Dawson's Creek,Dawson's Creek,0,1998,2003,60,"Drama,Romance"
tt0118301,movie,Dead Man on Campus,Dead Man on Campus,0,1998,\N,96,Comedy
tt0118302,tvSeries,Dellaventura,Dellaventura,0,1997,1998,60,Drama
tt0118303,tvSeries,Dharma & Greg,Dharma & Greg,0,1997,2002,30,"Comedy,Romance"
tt0118304,tvSeries,Dona Flor and Her 2 Husbands,Dona Flor e Seus 2 Maridos,0,1998,\N,341,"Comedy,Romance"
tt0118305,tvMiniSeries,Drovers' Gold,Drovers' Gold,0,1997,\N,55,Drama
tt0118307,tvSeries,Emma åklagare,Emma åklagare,0,1997,1997,48,Crime
tt0118308,tvMovie,Emma,Emma,0,1996,\N,107,"Comedy,Drama,Romance"
tt0118309,tvSeries,Era Uma Vez...,Era Uma Vez...,0,1997,\N,\N,"Comedy,Musical"
tt0118311,tvSeries,Fallen Angels,Fallen Angels,0,1997,1997,50,"Comedy,Drama"
tt0118312,tvSeries,Family Money,Family Money,0,1996,\N,60,Drama
tt0118313,tvSeries,Feds,Feds,0,1997,1997,\N,Drama
tt0118315,tvSeries,Fired Up,Fired Up,0,1997,1998,30,Comedy
tt0118318,tvSeries,Förmannen som försvann,Förmannen som försvann,0,1997,\N,\N,Comedy
tt0118320,tvSeries,Die Gang,Die Gang,0,1997,\N,60,"Action,Crime,Drama"
tt0118321,tvSeries,Geliebte Schwestern,Geliebte Schwestern,0,1997,1998,25,"Drama,Romance"
tt0118322,tvSeries,You Wish,You Wish,0,1997,1998,30,Comedy
tt0118323,tvSeries,George & Leo,George & Leo,0,1997,1998,30,Comedy
tt0118324,tvSeries,Get Fit with Brittas,Get Fit with Brittas,0,1997,1997,10,\N
tt0118326,tvSeries,Good Guys Bad Guys,Good Guys Bad Guys,0,1997,1998,50,"Crime,Drama,Mystery"
tt0118327,tvSeries,The Grand,The Grand,0,1997,1998,60,Drama
tt0118329,tvSeries,The Gregory Hines Show,The Gregory Hines Show,0,1997,1999,30,Comedy
tt0118330,tvSeries,Gun,Gun,0,1997,1997,60,Drama
tt0118332,tvMiniSeries,Hammarkullen,Hammarkullen,0,1997,1997,\N,Drama
tt0118334,tvMiniSeries,Have Your Cake and Eat It,Have Your Cake and Eat It,0,1997,\N,\N,"Drama,Romance"
tt0118335,tvSeries,Head Over Heels,Head Over Heels,0,1997,1997,30,Comedy
tt0118337,tvSeries,Herman Enciclopédia,Herman Enciclopédia,0,1997,1998,55,Comedy
tt0118338,tvSeries,Hiller and Diller,Hiller and Diller,0,1997,1998,30,Comedy
tt0118339,tvEpisode,Seul le cinéma,Seul le cinéma,0,1994,\N,26,Documentary
tt0118340,tvSeries,Hitz,Hitz,0,1997,1997,30,Comedy
tt0118341,tvSeries,Holding the Baby,Holding the Baby,0,1997,1998,30,"Comedy,Romance"
tt0118343,tvSeries,Space Goofs,Les zinzins de l'espace,0,1997,2006,30,"Animation,Comedy,Family"
tt0118345,tvSeries,House Gang,House Gang,0,1996,1998,25,"Comedy,Drama"
tt0118346,tvSeries,The Hunger,The Hunger,0,1997,2000,24,"Drama,Fantasy,Horror"
tt0118348,tvSeries,Ilk Ask,Ilk Ask,0,1997,1997,40,\N
tt0118349,tvSeries,Inntimate Escapes,Inntimate Escapes,0,1998,\N,30,Documentary
tt0118350,tvMovie,Intensity,Intensity,0,1997,\N,186,"Drama,Horror,Thriller"
tt0118351,tvSeries,Intizar,Intizar,0,1997,1997,42,Drama
tt0118352,tvSeries,Irma & Gerd,Irma & Gerd,0,1997,1997,28,Comedy
tt0118354,tvMiniSeries,Ivanhoe,Ivanhoe,0,1997,1997,270,"Adventure,Drama,Romance"
tt0118355,tvSeries,The Jenny McCarthy Show,The Jenny McCarthy Show,0,1997,\N,\N,"Comedy,Music"
tt0118356,tvSeries,Jenny,Jenny,0,1997,1998,30,Comedy
tt0118357,tvEpisode,De heeren van de Bruyne Ster - Rede van Aemstelredam,De heeren van de Bruyne Ster - Rede van Aemstelredam,0,1997,\N,\N,Comedy
tt0118358,tvSeries,Jiskefet,Jiskefet,0,1990,2010,30,Comedy
tt0118359,tvSeries,Once a Thief,Once a Thief,0,1996,1998,97,"Action,Comedy,Crime"
tt0118360,tvSeries,Johnny Bravo,Johnny Bravo,0,1997,2004,30,"Adventure,Animation,Comedy"
tt0118361,tvSeries,Johnnytime,Johnnytime,0,1996,\N,\N,\N
tt0118362,tvSeries,Bom Baião,Bom Baião,0,1998,2000,\N,Comedy
tt0118363,tvSeries,Jonathan Creek,Jonathan Creek,0,1997,2016,60,"Comedy,Crime,Drama"
tt0118364,tvSeries,Just Shoot Me!,Just Shoot Me!,0,1997,2003,30,Comedy
tt0118365,tvMovie,Justice League of America,Justice League of America,0,1997,\N,86,"Action,Adventure,Fantasy"
tt0118366,tvSeries,Jô Soares Onze e Meia,Jô Soares Onze e Meia,0,1989,1998,\N,Talk-Show
tt0118367,tvMovie,Kangaroo Palace,Kangaroo Palace,0,1997,\N,\N,Drama
tt0118369,tvMiniSeries,Line 300,Kav 300,0,1997,\N,\N,Drama
tt0118370,tvSeries,The Keenen Ivory Wayans Show,The Keenen Ivory Wayans Show,0,1997,1998,60,"Comedy,Talk-Show"
tt0118371,tvSeries,Keeping Mum,Keeping Mum,0,1997,1998,30,"Comedy,Family"
tt0118372,tvSeries,Kees & Co,Kees & Co,0,1997,2020,30,Comedy
tt0118373,tvSeries,Kelly Kelly,Kelly Kelly,0,1998,1998,30,"Comedy,Romance"
tt0118375,tvSeries,King of the Hill,King of the Hill,0,1997,2010,30,"Animation,Comedy,Drama"
tt0118376,tvMiniSeries,Knots Landing: Back to the Cul-de-Sac,Knots Landing: Back to the Cul-de-Sac,0,1997,1997,240,"Drama,Romance"
tt0118377,tvSeries,Kommissar Schimpanski,Kommissar Schimpanski,0,1997,\N,115,Crime
tt0118378,tvSeries,Coast Guard,Küstenwache,0,1997,2016,45,"Crime,Drama"
tt0118379,tvSeries,La Femme Nikita,Nikita,0,1997,2001,60,"Action,Crime,Drama"
tt0118380,tvSeries,Lassie,Lassie,0,1997,\N,30,"Drama,Family"
tt0118381,tvMiniSeries,The Last Don,The Last Don,0,1997,1997,258,"Crime,Drama"
tt0118382,tvMiniSeries,The Last Governor,The Last Governor,0,1997,\N,\N,\N
tt0118383,tvSeries,Lawless,Lawless,0,1997,\N,60,"Action,Crime,Drama"
tt0118384,tvSeries,Leaving L.A.,Leaving L.A.,0,1997,1997,60,Drama
tt0118385,tvSeries,Life... and Stuff,Life... and Stuff,0,1997,1997,30,Comedy
tt0118386,tvSeries,Light Lunch,Light Lunch,0,1997,1998,60,"Music,Talk-Show"
tt0118387,tvSeries,Lost on Earth,Lost on Earth,0,1997,\N,30,Comedy
tt0118388,tvSeries,Loved by You,Loved by You,0,1997,1998,30,"Comedy,Romance"
tt0118392,tvMovie,Mali: Part 1,Mali: Part 1,0,1997,\N,87,"Drama,History"
tt0118393,tvSeries,Ein Mann steht seine Frau,Ein Mann steht seine Frau,0,1997,\N,90,Family
tt0118394,tvSeries,Le masque,Le masque,0,1997,\N,\N,"Drama,Sport"
tt0118396,tvMiniSeries,McLibel!,McLibel!,0,1997,\N,195,Drama
tt0118397,tvSeries,Meego,Meego,0,1997,1997,30,"Comedy,Sci-Fi"
tt0118398,tvMiniSeries,Melissa,Melissa,0,1997,1997,300,"Drama,Thriller"
tt0118399,tvSeries,Meu Querido Avô,Meu Querido Avô,0,1997,\N,\N,Comedy
tt0118400,tvSeries,Michael Hayes,Michael Hayes,0,1997,1998,60,Drama
tt0118401,tvSeries,Midsomer Murders,Midsomer Murders,0,1997,\N,90,"Crime,Drama,Mystery"
tt0118402,tvMiniSeries,Min vän shejken i Stureby,Min vän shejken i Stureby,0,1997,\N,30,Family
tt0118403,tvSeries,Mission Genesis,Deepwater Black,0,1997,1997,30,"Sci-Fi,Thriller"
tt0118404,tvSeries,Ein Mord für Quandt,Ein Mord für Quandt,0,1997,1998,45,Crime
tt0118405,tvSeries,The Moth,The Moth,0,1997,\N,152,Drama
tt0118406,tvSeries,Murder Call,Murder Call,0,1997,2000,50,"Crime,Drama,Thriller"
tt0118407,tvMiniSeries,Murder One: Diary of a Serial Killer,Murder One: Diary of a Serial Killer,0,1997,1997,360,Drama
tt0118408,tvSeries,My Life as a Dog,My Life as a Dog,0,1995,\N,25,\N
tt0118409,tvSeries,My Wonderful Life,My Wonderful Life,0,1996,\N,30,"Comedy,Drama"
tt0118410,tvMovie,Night Sins,Night Sins,0,1997,\N,240,"Drama,Thriller"
tt0118411,tvSeries,Nothing Sacred,Nothing Sacred,0,1997,1998,60,Drama
tt0118412,tvSeries,Não Há Duas Sem Três,Não Há Duas Sem Três,0,1997,1998,\N,Comedy
tt0118413,tvSeries,"Oddville, MTV","Oddville, MTV",0,1997,\N,30,Comedy
tt0118414,tvMiniSeries,The Odyssey,The Odyssey,0,1997,1997,176,"Adventure,Drama,Fantasy"
tt0118416,tvSeries,Orleans,Orleans,0,1997,\N,60,Drama
tt0118417,tvSeries,The Other Half,The Other Half,0,1997,2002,40,Game-Show
tt0118420,tvSeries,Over the Top,Over the Top,0,1997,1997,30,Comedy
tt0118421,tvSeries,Oz,Oz,0,1997,2003,55,"Crime,Drama,Thriller"
tt0118422,tvSeries,Pacific Palisades,Pacific Palisades,0,1997,1997,60,Drama
tt0118423,tvSeries,Pauly,Pauly,0,1997,1997,30,Comedy
tt0118424,tvSeries,Pelle Svanslös,Pelle Svanslös,0,1997,1997,15,Family
tt0118425,tvSeries,Persons parfymeri,Persons parfymeri,0,1997,1997,30,Comedy
tt0118426,tvSeries,Perversions of Science,Perversions of Science,0,1997,1997,30,"Action,Comedy,Drama"
tt0118427,tvSeries,The Boss,The Peter Principle,0,1995,2000,30,Comedy
tt0118428,tvSeries,Pilgrims Rest,Pilgrims Rest,0,1997,1997,30,Comedy
tt0118431,tvSeries,Players,Players,0,1997,1998,60,"Action,Crime,Drama"
tt0118432,tvMiniSeries,Plotlands,Plotlands,0,1997,\N,50,Drama
tt0118433,tvSeries,Pokój 107,Pokój 107,0,1997,\N,30,Comedy
tt0118435,tvSeries,Port Charles,Port Charles,0,1997,2003,30,"Drama,Fantasy,Romance"
tt0118436,tvSeries,Power Rangers Turbo,Power Rangers Turbo,0,1997,1998,30,"Action,Adventure,Family"
